A1: Ladder,B1: Jono_cDNA_PLC_10F,C1: Jono_Prot_PLC_10F,D1: Nicky_cDNA_PLC_10F,E1: Nicky_PLA_PLC_10F
43.23286,20.27242,11.66051,6.686754,8.953341
35.28592,19.88138,11.53414,6.493091,8.918737
30.00982,19.44193,11.45878,6.367489,8.745929
26.69896,19.017,11.2913,6.323339,8.583327
24.35505,18.54268,11.1434,6.219906,8.410218
22.70454,18.18014,11.01792,6.244226,8.367246
21.61725,17.8117,10.86104,6.342014,8.480766
20.50431,17.44635,10.69141,6.377427,8.533081
19.66849,17.25019,10.55044,6.466514,8.604207
18.90572,17.11688,10.60004,6.466615,8.513137
18.28472,16.93825,10.53887,6.307608,8.573938
17.67218,16.74771,10.42795,6.16436,8.629648
16.96383,16.53729,10.36162,6.026261,8.343472
16.44374,16.14799,10.25754,5.936118,8.54839
16.08188,15.75993,10.19845,5.876684,8.705856
15.74434,15.44098,10.16412,5.863248,8.838995
15.41831,15.06269,10.00479,5.76552,8.905186
15.0172,14.86209,9.982709,5.78235,8.8316
14.83163,14.78223,9.904655,5.797535,8.577225
14.80879,14.68107,9.916683,5.862173,8.326148
15.02524,14.65494,9.813929,5.815939,8.116227
15.23379,14.61224,9.858035,5.679288,7.860101
15.80708,14.61964,9.832932,5.579237,7.698795
16.54818,14.4339,9.724998,5.552801,7.936001
17.91529,14.30964,9.640839,5.558375,7.82229
20.20731,14.10291,9.507001,5.554111,7.722651
24.56182,13.79762,9.439538,5.431117,7.639875
32.07954,13.66588,9.402682,5.481505,7.640046
44.34205,13.5407,9.303096,5.531253,7.54505
63.26353,13.26425,9.204921,5.611823,7.621179
88.27249,13.04392,9.069508,5.614812,7.575401
117.4707,12.77152,8.937056,5.404498,7.550751
147.9445,12.33974,8.857847,5.295214,7.518581
175.3746,12.01319,8.700757,5.228437,7.485218
195.5921,11.72472,8.80495,5.135752,7.439756
206.1157,11.4548,8.711243,5.049194,7.426632
205.509,11.12896,8.935272,4.955077,7.459268
193.7909,11.02869,8.800794,4.993752,7.549302
173.974,11.03371,8.753792,5.033777,7.645211
150.0232,10.98676,8.68101,5.098727,7.700891
124.6649,10.99171,8.516064,5.089601,7.735415
100.3571,10.87658,8.379355,5.061062,7.755077
79.04441,10.62076,8.326629,5.137784,7.69261
61.47926,10.48801,8.443358,5.182551,7.680958
47.76264,10.44197,8.668424,5.162579,7.740779
38.27028,10.34221,8.885362,5.118196,7.616049
31.61334,10.14974,9.098163,5.019007,7.609644
27.08274,10.08411,9.032377,4.881162,7.580999
24.15668,10.00766,9.036945,4.854276,7.575134
22.377,9.809354,8.947124,4.821788,7.483193
21.16012,9.687278,8.93619,4.871323,7.60612
19.94654,9.535738,8.668405,4.919431,7.440899
18.93814,9.4184,8.446849,4.974955,7.412816
18.14047,9.431664,8.37703,5.019801,7.447536
17.65978,9.376732,8.30588,5.04143,7.321349
17.46969,9.226075,8.235716,5.047659,7.137218
17.42142,9.106024,8.252858,4.887444,7.196466
17.70612,9.046284,8.414214,4.800042,7.295632
18.39738,8.875282,8.424469,4.871092,7.372292
19.89168,8.621177,8.54817,4.935875,7.504614
22.81317,8.603814,8.696458,5.066507,7.650546
28.10546,8.301446,8.58804,5.174096,7.665524
37.97779,8.092571,8.61448,5.113673,7.86275
53.83828,7.963517,8.639332,5.100117,7.995131
76.98794,7.758114,8.775467,5.123328,7.909512
104.9155,7.654468,8.787357,5.209476,7.817022
135.0227,7.706536,9.017477,5.21689,7.890012
163.2509,7.776608,9.113751,5.319715,7.999072
185.1297,7.826975,9.230309,5.478391,8.055825
197.6686,7.88596,9.394877,5.755658,8.118497
199.1298,7.969935,9.353082,5.811561,8.204645
189.4065,7.826018,9.15609,5.854886,8.411252
171.8845,7.722716,9.062908,5.831492,8.544857
149.5766,7.573994,8.914358,5.923752,8.761899
126.3101,7.437653,8.972641,6.044092,8.838409
103.2368,7.307409,8.884887,6.067727,8.728453
82.72174,7.267207,8.946222,6.027163,8.806617
65.34806,7.229646,8.975088,6.084004,8.874743
51.06876,7.19523,9.103354,6.143079,8.92228
40.37629,7.173554,9.373416,6.29118,9.095491
32.59444,7.335903,9.521939,6.250026,9.111435
27.04319,7.475698,9.547578,6.423375,9.312532
23.76923,7.595185,9.733246,6.808425,9.452434
21.73156,7.688948,9.788175,7.192095,9.78955
20.64389,7.797018,9.970846,7.580601,10.06884
20.02237,7.714684,9.967549,7.965699,10.41467
19.67154,7.695897,10.10627,8.406719,10.54263
19.33709,7.637643,10.21707,9.040522,10.62311
19.0541,7.751362,10.26397,9.483383,10.8488
19.1229,7.838975,10.4272,10.17549,11.09927
19.3475,8.30075,10.48778,11.00148,11.20949
20.03812,8.650029,10.47304,12.02675,11.56088
22.24192,9.054433,10.54097,13.05829,11.96384
27.34693,9.842804,10.70762,14.07565,12.67948
37.25011,10.61862,10.77767,17.12285,13.5369
55.67923,11.40218,10.82351,21.84103,14.49104
83.26882,13.45398,11.18035,31.56745,15.21829
118.4055,16.81994,11.47812,47.65851,16.23215
156.075,22.95957,11.70799,73.09765,17.49624
191.6184,31.60514,11.96218,111.0993,18.80972
217.8234,45.13558,12.28782,157.5984,20.1276
232.478,62.41248,12.64524,203.6893,21.72169
233.1721,80.82771,13.07113,243.206,23.62381
221.3268,99.05118,13.59517,268.8355,26.38449
198.9012,113.2403,14.29664,277.9271,30.0183
172.8002,121.9683,15.34281,266.9546,36.82859
145.7554,124.6794,17.02177,239.5999,49.95245
120.3386,120.7413,19.3813,200.9234,72.13648
96.62743,111.5181,23.97768,159.7753,110.475
76.17439,98.25682,30.73219,123.3074,170.9109
58.06945,84.54915,40.20557,92.84022,254.799
44.40442,70.71671,53.05288,67.69012,347.1771
33.96228,57.10873,69.71417,49.6688,439.2365
27.12255,45.29187,89.44233,36.65402,514.2399
21.78206,34.71241,109.8395,28.53627,557.1548
18.83244,26.30398,129.9973,22.94217,562.3634
16.63885,19.91245,148.0526,18.87521,529.3168
14.98184,15.29218,162.2271,16.237,463.1117
13.3516,12.15701,171.6134,14.28574,379.4209
11.92451,9.997264,174.4888,12.54197,294.8763
10.66253,8.468494,171.1601,11.15389,220.5321
9.612391,7.309026,162.0742,9.965029,156.3164
8.772113,6.385906,148.7656,8.960132,110.0788
8.355576,5.673704,132.462,8.008853,76.96655
7.8159,5.170348,114.1602,7.308722,54.18013
7.424285,4.800313,97.11626,6.635581,40.58467
7.115184,4.351862,81.91222,6.067323,32.91764
6.762265,3.950791,69.39199,5.475801,27.60371
6.408675,3.694761,59.68043,4.976462,23.80554
6.091181,3.36004,52.49063,4.551254,21.10555
5.76089,3.077583,47.07186,4.259029,18.85991
5.474955,2.899932,42.45752,4.073655,16.67022
5.299637,2.719272,38.44871,3.817469,15.03252
5.196943,2.577959,34.918,3.687698,13.46889
4.877203,2.498031,31.75465,3.375134,12.17931
4.642664,2.366218,29.07526,3.065555,10.99714
4.579558,2.318515,26.69629,2.943233,10.09266
4.387837,2.238738,24.78671,2.647018,9.167789
4.297174,2.175253,22.88867,2.491787,8.393184
4.211626,2.097703,21.17506,2.384947,7.657977
4.025221,2.010853,19.61737,2.283496,7.117451
3.918712,2.02787,18.27906,2.291993,6.614563
3.814564,1.812164,16.95076,2.307765,6.373231
3.802041,1.651446,15.76504,2.325356,6.029218
3.777866,1.550797,14.67511,2.128145,5.789286
3.717162,1.422419,13.86908,2.03078,5.432081
3.65738,1.432714,12.93962,1.858047,5.176276
3.601433,1.418375,12.18659,1.709361,4.781788
3.512089,1.392808,11.38202,1.6364,4.400096
3.23797,1.349222,10.76713,1.470788,4.203718
2.999745,1.246739,10.43867,1.292742,4.000267
2.808249,1.251114,10.0665,1.349251,3.776361
2.609015,1.061528,9.745666,1.355343,3.526874
2.564738,0.9863825,9.449408,1.292855,3.343296
2.468203,1.02364,9.191816,1.145512,3.225918
2.363868,1.046286,8.937029,1.046366,3.021401
2.361771,1.031463,8.253901,0.8898888,2.845066
2.298243,1.067546,7.663058,0.9238968,2.628204
2.236363,1.103605,7.22312,1.003968,2.45898
2.022333,0.9578352,6.765768,0.9635849,2.355873
1.894337,0.82722,6.413612,0.9856148,2.132153
1.79089,0.7642851,6.048758,1.013638,1.998096
1.788248,0.534626,5.903042,1.052135,1.787608
1.720714,0.3895235,5.772082,1.006973,1.687877
1.727978,0.3406124,5.642632,0.9185476,1.689337
1.66721,0.3161716,5.458874,0.8721113,1.671205
1.680336,0.2546577,5.197511,0.869091,1.672478
1.577553,0.310586,4.943982,0.8859415,1.626465
1.509881,0.3402367,4.685838,0.8605509,1.642594
1.301459,0.2648497,4.33933,0.7431402,1.659714
1.169886,0.3976297,4.133097,0.6412506,1.516961
1.055672,0.4781208,3.977083,0.4933462,1.517896
1.094679,0.4414806,3.976916,0.5011024,1.473023
1.027985,0.3964939,3.810135,0.2499943,1.324752
0.9926825,0.2969561,3.643229,0.07157326,1.347583
0.8861465,0.2929163,3.534887,0.02589703,1.28808
0.8710661,0.1908646,3.322511,0,1.150374
0.7713289,0.112196,3.093721,0,1.036993
0.7417717,0.03371239,2.844279,0.007436752,1.110742
0.6087437,0,2.725861,0.03380871,1.198558
0.5332375,0.01994324,2.679897,0.02175331,1.073079
0.3981247,0.08663273,2.568566,0.1292601,0.9983206
0.356576,0,2.49978,0.1156578,0.9384518
0.314743,0,2.288647,0.06155109,0.6970692
0.2330875,0,2.136372,0,0.5887775
0.1782389,0.0198555,1.924557,0.04101086,0.3391285
0.1362448,0,1.623844,0,0.1956987
0.09617805,0,1.391917,0,0.0398922
0.10355,0.06331825,1.226476,0,0.05594158
0.06041908,0,1.074936,0,0.05775356
0,0,1.02825,0,0
0.02676392,0.07781458,0.882741,0,0
0,0,0.8873158,0,0.003432274
0.05915785,0.04589605,0.8627081,0.02306557,0
0,0,0.8606434,0,0
0,0,0.7294607,0.01774406,0
0,0,0.5308638,0,0.01107216
0,0.1060438,0.3571701,0,0
0,0.08091879,0.1453276,0.06466866,0.01846123
0.1694479,0.04210043,0,0,0
0.1309848,0,0.006207466,0,0
0.2272367,0.03893423,0,0,0.0215683
0.0961442,0,0.04236031,0,0
0.1808252,0.03420401,0.005073547,0,0
0.1646533,0,0.1178436,0,0.008431435
0.06826925,0,0,0,0
0,0.1490145,0,0,0.00666523
0.005258083,0.2723832,0,0,0
0,0.1693177,0,0.008258343,0
0.074687,0.1392159,0,0,0.01182461
0,0,0,0.01679325,0
0,0,0,0.06333923,0.1816854
0,0,0,0.01570988,0.112937
0.09683752,0,0.0427618,0,0.1294713
0.2111449,0,0.1410151,0,0.07073164
0.1964335,0.0151825,0,0,0
0.2023668,0.1077061,0,0,0
0.2983837,0.1253748,0,0,0
0.2959909,0.09016371,0,0.06777477,0
0.3033214,0.1326852,0,0.08532524,0
0.1369743,0.1165886,0,0.2502642,0
0,0,0.03591442,0.3512063,0.2954788
0,0,0,0.2761354,0.3332515
0.01559639,0.07943535,0,0.1489229,0.4094982
0.0167737,0.1115193,0,0.2045317,0.338274
0,0.1437068,0,0.08981991,0.2120714
0.03584242,0.1526375,0,0.0347991,0.1120234
0.1586418,0.1567183,0,0,0.01971245
0.1551437,0.1709733,0,0.00292635,0.006349564
0.168673,0.2048769,0,0.0163765,0
0.1225414,0.1074142,0.1656933,0.1331358,0.01457691
0.1214519,0.07813787,0.1532784,0.1465559,0.02611256
0.1109519,0.1422729,0.1066113,0.2051091,0
0.1064811,0.1267862,0.1165924,0.1538763,0
0.1122994,0.1890907,0.1479836,0.1596398,0.06669712
0.01857519,0.1216717,0.1082239,0.001708508,0.0726552
0,0.109889,0.161231,0,0.08111382
0,0.06830168,0.07025242,0,0.1713457
0,0.04006386,0,0.03466606,0.1795859
0.08468056,0,0,0.0917244,0.1583462
0.1825318,0,0.0130167,0.09322739,0.09948921
0.1895041,0.09064102,0,0.1859298,0.07104492
0.1290469,0.01344442,0.04463959,0.2708282,0
0.1234655,0,0.1503534,0.3278909,0
0.1704559,0.1865854,0.1730967,0.3493791,0.03622389
0.1389208,0.2493434,0.1145639,0.2893653,0.058815
0.1456404,0.3139253,0.1218548,0.3300548,0
0.09267092,0.4088326,0.03626156,0.4834633,0.01061964
0,0.4649663,0.1086826,0.6659408,0
0.01237726,0.4518318,0.1970501,0.611938,0
0.03993511,0.4012904,0.07803631,0.5298042,0.08321905
0.01321983,0.446702,0.06049347,0.533392,0.1251621
0.008761406,0.4252658,0.03910732,0.5006585,0.1779904
0.1277237,0.5215425,0.09922886,0.5677681,0.3322229
0.1991239,0.5949383,0.06219673,0.4320793,0.4421091
0.2794728,0.5866213,0.01086712,0.2776995,0.5329256
0.2872643,0.6861405,0,0.354485,0.5383511
0.2784758,0.6133914,0.03298807,0.4826694,0.6675591
0.1277461,0.4745841,0.2462649,0.5261097,0.8439326
0.1880021,0.2759466,0.3649907,0.4164157,0.9843678
0.1342173,0.09826469,0.4642129,0.4658408,1.192758
0.2267494,0.07536268,0.5599017,0.5253139,1.064306
0.338522,0.1218657,0.6411538,0.5710258,1.070828
0.4320469,0.2648029,0.6575851,0.5641599,1.11127
0.469089,0.3731303,0.5773335,0.4528022,1.062638
0.4752173,0.5284719,0.4637442,0.495883,0.973269
0.4944763,0.7712455,0.3726816,0.5855641,0.9033961
0.5750227,0.7492008,0.3968577,0.648231,0.868907
0.5402436,0.7971797,0.4145455,0.6634851,0.9677639
0.631165,0.7592177,0.4070425,0.7978835,0.9170136
0.5844793,0.814599,0.5280228,0.95158,0.8928881
0.689127,0.9418664,0.6013989,0.97332,0.8532691
0.6793866,0.9600482,0.6679773,0.8682113,0.9535527
0.766643,1.100998,0.6382093,0.8759546,1.112292
0.7823563,1.146634,0.6751695,1.014646,1.189075
0.7510753,1.170888,0.751276,1.142706,1.218732
0.7395887,1.226062,0.6488085,1.222294,1.24416
0.8069863,1.223029,0.7049165,1.286533,1.284046
0.8168836,1.265363,0.818614,1.261497,1.470247
0.8014612,1.175298,0.831974,1.442659,1.270006
0.7086663,1.175519,0.9089479,1.482142,1.248939
0.7395511,1.086685,0.8826852,1.35004,1.15582
0.711658,0.9692755,0.8783684,1.151472,1.01545
0.8322682,0.9353905,0.8299117,1.204504,1.062634
0.9464908,0.9205074,0.8018665,1.217928,1.108062
0.9370041,0.9408836,0.7733426,1.126933,1.16845
0.9776688,0.9182243,0.7108407,1.155191,1.219695
1.058674,0.9435277,0.8069811,1.102547,1.431492
1.096269,1.002761,0.9932752,1.112948,1.576496
1.086398,1.035882,0.9649019,1.26934,1.531636
1.073009,1.089585,0.97895,1.335967,1.626727
1.082369,1.158601,0.8268194,1.308339,1.549555
0.9699407,1.243265,0.7364001,1.372364,1.427446
1.007163,1.260773,0.7004266,1.35734,1.49936
1.015956,1.370108,0.7717147,1.261255,1.474814
1.01116,1.353739,0.8705873,1.125821,1.381665
1.082635,1.25806,0.9593711,1.096631,1.369815
1.18947,1.236465,0.9759264,1.042959,1.577099
1.111384,1.244581,1.019695,1.060994,1.543799
1.074364,1.327014,1.032833,1.024491,1.611293
1.034828,1.349443,0.9319344,1.124562,1.68479
0.8774438,1.368274,0.7596674,1.185794,1.606424
0.8669858,1.417125,0.7377677,1.29397,1.495934
0.9542584,1.394998,0.820713,1.201248,1.523784
0.9564266,1.380299,0.9630566,1.187328,1.4242
1.151411,1.344426,1.083402,1.143051,1.404376
1.161262,1.278656,1.057323,1.155061,1.502516
1.197632,1.224809,0.9739389,1.204216,1.570631
0.9729853,1.337962,0.870369,1.192362,1.502752
0.9819164,1.387612,0.8743057,1.148599,1.47499
0.9245219,1.440229,0.6384029,1.231999,1.544353
0.8314972,1.289342,0.5290155,1.313901,1.457599
0.9210782,1.318949,0.4544683,1.286112,1.497294
0.8982205,1.295789,0.4905148,1.190227,1.438658
0.947525,1.161452,0.5519142,1.142006,1.579818
1.022721,1.143682,0.5367274,1.143997,1.665739
0.9445906,1.204209,0.5951242,1.201004,1.61811
0.9259439,1.190614,0.8052788,1.148389,1.660806
0.8420424,1.336765,0.9874392,1.101339,1.74976
0.9568396,1.334278,1.169928,1.183765,1.692877
0.8524027,1.394008,1.155371,1.312752,1.777457
0.8009295,1.312489,1.051917,1.457303,1.777817
0.7595968,1.418245,1.034038,1.36518,1.760387
0.7165079,1.449371,1.02709,1.302573,1.49188
0.7988849,1.366134,0.9261875,1.224049,1.436851
0.8501425,1.424372,0.7572327,1.257665,1.200469
0.8935876,1.535693,0.8409572,1.305852,0.9772511
0.94806,1.482253,0.9384918,1.23722,1.123397
1.011117,1.414768,0.9731059,1.229796,1.293571
1.083342,1.259811,0.9931479,1.20789,1.360293
1.042517,1.214723,0.9150648,1.183069,1.606944
1.037321,1.224454,0.6877785,1.242148,1.819731
0.9143043,1.326305,0.7561426,1.161221,1.716569
0.7927876,1.409631,0.7191858,1.18694,1.689414
0.829381,1.45183,0.6346712,1.172626,1.745067
0.8803596,1.46338,0.5114489,1.225894,1.612207
0.8742123,1.551641,0.6093221,1.324085,1.461733
0.850637,1.632655,0.5766387,1.367496,1.428242
0.8988996,1.506251,0.5999823,1.349722,1.52113
0.9290528,1.39793,0.6151533,1.22862,1.483943
0.9913058,1.41609,0.7149868,1.206512,1.591744
1.004218,1.409986,0.7010045,1.191459,1.5094
0.9597754,1.471659,0.8322845,1.158208,1.433166
1.029672,1.504486,0.8818941,1.206955,1.516069
1.1376,1.358169,0.7895112,1.164884,1.616436
1.103531,1.372999,0.6757059,1.144486,1.584406
0.9850688,1.368646,0.6676898,1.230875,1.482885
0.9541388,1.330152,0.6315446,1.264085,1.433004
0.9978747,1.215087,0.7092872,1.240353,1.408613
1.080866,1.132486,0.7514272,1.246493,1.310643
0.9903793,1.087483,0.8520074,1.26087,1.354771
0.8557863,1.184673,0.8669701,1.120255,1.457109
0.7823815,1.238102,0.8392534,1.061498,1.601096
0.7439575,1.225857,0.769825,0.9776397,1.579147
0.6633973,1.156571,0.6046143,0.9884615,1.686081
0.5474367,1.382611,0.4837723,0.9592924,1.675395
0.553359,1.371409,0.4190187,0.9832873,1.686237
0.6329103,1.314413,0.4730396,0.9892964,1.546807
0.825943,1.364057,0.5749607,0.9888468,1.312225
0.9861326,1.358015,0.5307989,1.098777,1.220573
0.9023194,1.318546,0.5603304,1.013894,1.222074
0.8323727,1.429425,0.5534959,0.9160933,1.197429
0.7606659,1.35669,0.5477638,1.029356,1.122032
0.7995691,1.376897,0.6114497,1.020005,1.05748
0.8618474,1.413995,0.5797305,1.096504,1.065761
0.7802229,1.417665,0.4890294,1.01116,1.113502
0.7439017,1.295064,0.4747286,1.002499,1.181911
0.676537,1.11544,0.4441347,1.04682,1.150506
0.6666327,1.088898,0.6379447,0.9986358,1.135358
0.7172856,0.9794326,0.5154829,0.964819,1.075727
0.693799,0.8758554,0.4939051,0.8864889,0.9915614
0.6708241,0.7496147,0.4675102,0.8838801,0.7674046
0.6775651,0.6639638,0.4471087,0.9460664,0.7241106
0.7598996,0.6803794,0.4682913,0.872272,0.6955919
0.8825192,0.869472,0.3467703,0.9204264,0.6191492
0.8547225,1.006269,0.1221194,0.9172621,0.6841636
0.9024549,1.036585,0.1098332,0.982975,0.7442842
0.9888544,1.090411,0.1628137,1.069794,0.8433843
1.020833,1.164404,0.3602104,1.079372,0.9662285
1.155889,1.089997,0.4478822,1.145185,0.9547811
1.106335,1.041246,0.5936098,1.194425,0.9467783
1.027917,0.9599323,0.6340647,1.17201,0.8156552
0.9391966,0.8477435,0.5809197,1.062381,1.020638
0.7915812,0.9133005,0.656147,1.001695,1.001755
0.8205314,1.071891,0.5050473,1.042923,0.9390287
0.7357492,1.167344,0.4127049,0.9709539,0.8875928
0.74512,1.114907,0.3704433,0.9432287,0.8306971
0.8129282,1.103435,0.3051205,0.9274793,0.8810511
0.859942,1.024271,0.3051538,0.9083261,0.9647722
0.9155393,0.9858656,0.3852286,0.9306045,0.9734602
0.9006033,0.9598775,0.2933679,0.9665933,0.9447231
0.863184,0.8315954,0.2224073,0.9745326,0.8466954
0.8415556,0.6168151,0.2176194,1.001137,0.9486094
0.7674561,0.7303863,0.2314458,1.044198,0.8151217
0.6985273,0.696259,0.1856899,1.072611,0.7594581
0.5990105,0.6222429,0.2640996,1.027894,0.6563678
0.6046138,0.6962895,0.2819548,0.9955759,0.5582786
0.6384583,0.8437743,0.2837977,0.9840055,0.6342745
0.714057,0.8627834,0.3873234,0.8852434,0.667326
0.6861053,1.039003,0.5023623,0.780417,0.8641019
0.7081037,0.9161015,0.4161167,0.7151189,0.9434104
0.6465559,0.6454592,0.3731194,0.7033639,1.028016
0.5986862,0.5316215,0.3058314,0.7401457,1.118771
0.5024552,0.6273422,0.2587295,0.6659193,1.223097
0.4737153,0.5005403,0.2573605,0.6528597,1.190676
0.4939795,0.5248113,0.3050313,0.7320094,1.14862
0.5860949,0.6438966,0.3678322,0.7830896,1.062385
0.6290727,0.774066,0.3589087,0.8053718,1.049823
0.7239876,0.7409482,0.4773073,0.755703,1.011654
0.6273694,0.7959585,0.460999,0.7083526,0.9606414
0.5789537,0.6729279,0.3110113,0.6129417,0.897099
0.5371647,0.6120086,0.2750597,0.5893588,1.066165
0.4219503,0.681428,0.124146,0.594934,1.004671
0.354598,0.7083449,0.09038305,0.6403809,0.8901443
0.3775043,0.7398624,0.006809711,0.7121887,0.5916615
0.3776641,0.7929831,0,0.9258852,0.5001359
0.3836508,0.8109574,0.0405941,1.129869,0.4869061
0.4239893,0.7219319,0.1763988,1.055414,0.5097933
0.4861159,0.5035706,0.3283992,1.062333,0.5541015
0.5152345,0.3366251,0.3583441,0.9885159,0.565681
0.5117941,0.1644025,0.5829706,0.9034696,0.6656618
0.4600072,0.04163504,0.7057629,0.8434143,0.8449802
0.3740411,0.05128622,0.6322341,0.7809234,0.7449527
0.3279991,0.1004663,0.6445193,0.7916889,0.7382612
0.2152667,0.3007493,0.5825739,0.818521,0.7588477
0.2311797,0.484735,0.4397573,0.8552046,0.7571831
0.2231197,0.7705045,0.345829,0.8919659,0.8260698
0.3080382,0.7671857,0.2415738,0.7882571,0.8224468
0.3398457,0.8593864,0.09064198,0.8304734,0.7049494
0.4317365,0.9658518,0.1126266,0.8010573,0.6507001
0.3932238,1.009207,0.1124859,0.7712278,0.6779866
0.2971687,1.074889,0.08453131,0.8226519,0.6626139
0.2394595,1.130275,0.1040664,0.9067564,0.5345511
0.1387825,1.032232,0.2803659,1.004619,0.5233622
0.1344757,0.9885259,0.3187289,1.075786,0.4634624
0.2676306,0.839138,0.2126923,1.038912,0.2976832
0.2323461,0.7191143,0.3073144,1.055493,0.2174649
0.23634,0.5720124,0.1692605,1.05543,0.06383705
0.184113,0.5726852,0.01650333,1.00485,0.08837557
0.1702795,0.4797897,0.03516579,0.8330874,0.1310287
0.1238575,0.512485,0,0.6928563,0.2153382
0.04225492,0.503695,0.05563974,0.7012124,0.3423052
0.07647419,0.5714531,0.128304,0.6633906,0.3392649
0.132308,0.5034094,0.2938328,0.6668987,0.4401517
0.3267126,0.6032276,0.2785888,0.712811,0.3253417
0.3738976,0.6414514,0.2768011,0.7564173,0.2731347
0.3486528,0.7490788,0.2932978,0.8615303,0.1928396
0.3414917,0.7601695,0.1669106,0.6915779,0.2751713
0.2802014,0.7095256,0.01308203,0.5558147,0.4645057
0.2892265,0.5833268,0,0.3936563,0.3947911
0.3757339,0.5842156,0.1273885,0.394855,0.3615437
0.388082,0.4778719,0.2709002,0.3805285,0.4757891
0.5104795,0.4606276,0.3301578,0.2944827,0.613235
0.5770721,0.4307203,0.3109694,0.4188309,0.7156363
0.6503229,0.5218935,0.2291446,0.5665627,0.5924182
0.6771202,0.5698438,0.09697819,0.659668,0.7546039
0.6261306,0.5814328,0.03317308,0.7363334,0.7861552
0.5110445,0.5946698,0.0377841,0.5201826,0.8563581
0.4708047,0.4717841,0,0.5036516,0.8310614
0.5007911,0.344408,0.0902977,0.4123998,0.6328964
0.4545584,0.2802663,0.1798234,0.5271406,0.6434693
0.4214549,0.1179314,0.3256979,0.6051335,0.6850843
0.3452277,0,0.4029012,0.4364405,0.7403054
0.3067236,0.1159682,0.4594855,0.4359055,0.6926966
0.3236256,0.2373447,0.5922627,0.4831614,0.5054522
0.3295927,0.35603,0.5505724,0.48418,0.5370655
0.2165332,0.4607682,0.6620631,0.4317336,0.3823318
0.2411404,0.5871868,0.622232,0.4312105,0.3166823
0.3291216,0.5060725,0.6663761,0.452076,0.1173
0.3417392,0.5162897,0.6887012,0.499619,0.05051804
0.3479476,0.4096198,0.6109071,0.7462678,0.2248611
0.3302202,0.3594856,0.5596418,0.7530279,0.2291999
0.2691479,0.4273057,0.6077838,0.7216716,0.2771635
0.2591801,0.4750199,0.7230134,0.7190671,0.3069558
0.2158351,0.5017147,0.7349949,0.7830181,0.2058744
0.07806778,0.490509,0.6345181,0.7949476,0.1960516
0,0.4904566,0.6566353,0.658195,0.1701574
0.04201937,0.4682875,0.5604439,0.5651474,0.1777501
0.06800652,0.4041638,0.5254898,0.4144588,0.06578636
0.1254888,0.3871779,0.4142833,0.331419,0.08486319
0.2065654,0.2718611,0.2825732,0.2205338,0.06167841
0.2281337,0.278542,0.08321905,0,0
